CustomerID,InvoiceDate
13709,09/02/2021
12377,09/02/2021
14040,11/02/2021
16326,11/02/2021
16923,11/02/2021
16897,11/02/2021
15579,11/02/2021
16985,11/02/2021
13148,11/02/2021
15415,11/02/2021
17841,11/02/2021
17431,11/02/2021
15708,11/02/2021
16816,11/02/2021
14502,11/02/2021
13869,11/02/2021
12528,12/02/2021
NA,12/02/2021
14426,12/02/2021
17220,12/02/2021
12476,12/02/2021
18145,12/02/2021
14527,12/02/2021
17621,12/02/2021
12668,12/02/2021
16403,12/02/2021
12778,12/02/2021
17604,12/02/2021
14006,12/02/2021
13600,12/02/2021
15058,12/02/2021
14911,13/02/2021
14496,13/02/2021
17147,13/02/2021
15039,13/02/2021
NA,13/02/2021
18055,13/02/2021
17356,13/02/2021
12836,13/02/2021
13939,13/02/2021
16745,13/02/2021
14606,13/02/2021
15203,13/02/2021
12373,13/02/2021
15311,13/02/2021
16705,13/02/2021
14549,13/02/2021
16110,13/02/2021
14217,13/02/2021
16011,13/02/2021
13854,13/02/2021
12676,13/02/2021
16161,13/02/2021
14233,14/02/2021
13089,14/02/2021
15226,14/02/2021
13468,14/02/2021
16156,14/02/2021
NA,14/02/2021
14188,14/02/2021
16771,14/02/2021
14443,14/02/2021
12437,14/02/2021
17841,14/02/2021
17223,14/02/2021
17337,14/02/2021
17071,15/02/2021
14309,15/02/2021
12471,15/02/2021
14044,15/02/2021
NA,15/02/2021
13800,15/02/2021
15719,15/02/2021
14156,15/02/2021
13842,15/02/2021
13668,15/02/2021
12662,15/02/2021
13819,15/02/2021
18178,15/02/2021
13539,15/02/2021
14497,15/02/2021
17507,15/02/2021
13488,16/02/2021
NA,16/02/2021
16525,16/02/2021
14778,16/02/2021
12567,16/02/2021
17381,16/02/2021
13309,16/02/2021
12779,16/02/2021
14462,16/02/2021
17315,16/02/2021
14194,16/02/2021
13050,16/02/2021
17293,16/02/2021
14810,18/02/2021
16456,18/02/2021
13584,18/02/2021
15808,18/02/2021
17105,18/02/2021
14606,18/02/2021
14952,19/02/2021
16422,19/02/2021
14534,19/02/2021
17613,19/02/2021
13334,19/02/2021
16686,19/02/2021
18118,19/02/2021
17162,19/02/2021
NA,19/02/2021
13809,19/02/2021
15407,19/02/2021
13458,19/02/2021
16033,19/02/2021
16332,19/02/2021
18225,19/02/2021
16255,19/02/2021
12359,19/02/2021
14048,19/02/2021
16945,19/02/2021
17841,20/02/2021
14475,20/02/2021
NA,20/02/2021
14688,20/02/2021
16265,20/02/2021
14527,20/02/2021
14587,20/02/2021
15311,20/02/2021
14562,20/02/2021
16951,20/02/2021
14415,20/02/2021
12720,21/02/2021
12753,21/02/2021
18109,21/02/2021
NA,21/02/2021
17537,21/02/2021
16143,21/02/2021
12462,21/02/2021
17843,21/02/2021
17686,22/02/2021
15809,22/02/2021
18093,22/02/2021
14898,22/02/2021
12857,22/02/2021
16842,22/02/2021
14555,22/02/2021
16306,23/02/2021
15544,23/02/2021
14796,23/02/2021
NA,23/02/2021
17705,23/02/2021
16029,23/02/2021
15044,23/02/2021
12477,23/02/2021
12913,23/02/2021
13875,23/02/2021
17282,25/02/2021
13742,25/02/2021
17126,25/02/2021
16434,25/02/2021
17050,25/02/2021
13171,25/02/2021
17472,25/02/2021
15640,25/02/2021
17255,25/02/2021
17841,25/02/2021
16084,25/02/2021
17667,26/02/2021
NA,26/02/2021
14156,26/02/2021
13381,26/02/2021
16333,26/02/2021
12621,26/02/2021
16422,26/02/2021
17829,26/02/2021
13717,26/02/2021
16904,26/02/2021
12993,26/02/2021
17571,26/02/2021
17231,26/02/2021
12867,26/02/2021
15358,27/02/2021
15601,27/02/2021
NA,27/02/2021
17348,27/02/2021
13893,27/02/2021
17315,27/02/2021
14961,27/02/2021
14701,27/02/2021
16700,27/02/2021
14035,27/02/2021
14176,27/02/2021
17114,27/02/2021
14156,27/02/2021
16407,27/02/2021
17530,27/02/2021
17512,28/02/2021
15810,28/02/2021
16378,28/02/2021
14530,28/02/2021
15670,28/02/2021
12653,28/02/2021
15059,28/02/2021
15039,28/02/2021
12352,28/02/2021
12372,28/02/2021
14944,28/02/2021
16494,28/02/2021
14210,28/02/2021
14755,28/02/2021
13001,28/02/2021
17175,28/02/2021
NA,28/02/2021
15867,28/02/2021
13089,28/02/2021
13305,01/03/2021
NA,01/03/2021
13018,01/03/2021
13718,01/03/2021
14754,01/03/2021
13668,01/03/2021
13151,01/03/2021
16745,01/03/2021
17954,01/03/2021
15601,01/03/2021
14298,01/03/2021
13178,01/03/2021
14606,01/03/2021
12654,01/03/2021
18125,01/03/2021
15044,01/03/2021
17841,01/03/2021
16556,01/03/2021
13230,01/03/2021
13012,02/03/2021
12714,02/03/2021
14057,02/03/2021
15755,02/03/2021
14680,02/03/2021
16393,02/03/2021
15311,02/03/2021
13799,02/03/2021
16306,02/03/2021
NA,02/03/2021
16566,04/03/2021
13246,04/03/2021
16746,04/03/2021
13097,04/03/2021
14667,04/03/2021
16931,04/03/2021
13744,04/03/2021
17050,04/03/2021
17323,04/03/2021
13168,04/03/2021
14502,04/03/2021
12707,05/03/2021
18094,05/03/2021
15129,05/03/2021
14796,05/03/2021
14646,05/03/2021
17757,05/03/2021
12766,05/03/2021
13477,05/03/2021
18055,05/03/2021
15065,05/03/2021
15146,05/03/2021
14639,05/03/2021
12621,05/03/2021
17338,05/03/2021
16014,05/03/2021
NA,05/03/2021
16638,06/03/2021
17994,06/03/2021
16546,06/03/2021
13694,06/03/2021
14895,06/03/2021
18114,06/03/2021
15078,06/03/2021
16045,06/03/2021
17511,06/03/2021
16161,06/03/2021
14646,06/03/2021
16011,06/03/2021
17841,06/03/2021
18196,06/03/2021
13077,06/03/2021
NA,06/03/2021
13184,06/03/2021
18151,07/03/2021
17135,07/03/2021
15373,07/03/2021
NA,07/03/2021
16422,07/03/2021
15311,07/03/2021
16940,07/03/2021
14289,07/03/2021
18172,07/03/2021
13854,07/03/2021
15858,07/03/2021
16208,07/03/2021
17063,07/03/2021
13149,07/03/2021
17504,07/03/2021
14562,07/03/2021
12471,07/03/2021
17171,07/03/2021
12437,07/03/2021
14004,08/03/2021
17139,08/03/2021
15974,08/03/2021
17830,08/03/2021
14841,08/03/2021
17364,08/03/2021
17865,08/03/2021
18056,08/03/2021
16072,08/03/2021
13777,08/03/2021
13081,08/03/2021
NA,08/03/2021
13501,08/03/2021
12633,09/03/2021
13345,09/03/2021
12839,09/03/2021
16592,09/03/2021
15544,09/03/2021
15845,09/03/2021
14541,09/03/2021
17735,09/03/2021
13362,09/03/2021
16841,09/03/2021
13753,09/03/2021
18223,09/03/2021
13742,09/03/2021
15093,09/03/2021
17663,09/03/2021
12921,09/03/2021
NA,09/03/2021
13973,09/03/2021
15990,09/03/2021
13493,09/03/2021
14573,09/03/2021
14952,11/03/2021
16407,11/03/2021
15708,11/03/2021
14810,11/03/2021
16745,11/03/2021
13630,11/03/2021
14157,11/03/2021
15547,11/03/2021
13636,11/03/2021
17894,11/03/2021
12781,12/03/2021
NA,12/03/2021
13004,12/03/2021
16057,12/03/2021
15724,12/03/2021
15039,12/03/2021
15062,12/03/2021
14227,12/03/2021
16187,12/03/2021
17027,12/03/2021
14078,12/03/2021
14046,12/03/2021
15570,12/03/2021
17841,12/03/2021
14056,12/03/2021
15656,12/03/2021
12811,12/03/2021
16518,12/03/2021
14620,13/03/2021
12428,13/03/2021
NA,13/03/2021
15676,13/03/2021
15311,13/03/2021
14732,13/03/2021
17965,13/03/2021
15092,13/03/2021
12679,13/03/2021
16212,13/03/2021
14656,13/03/2021
15456,13/03/2021
13110,13/03/2021
13166,13/03/2021
15750,13/03/2021
17449,13/03/2021
15416,14/03/2021
15733,14/03/2021
16678,14/03/2021
14180,14/03/2021
14606,14/03/2021
14934,14/03/2021
15067,14/03/2021
15061,14/03/2021
15641,14/03/2021
15104,14/03/2021
15643,14/03/2021
16792,14/03/2021
14239,14/03/2021
15031,14/03/2021
17738,14/03/2021
17426,14/03/2021
17576,14/03/2021
13230,14/03/2021
NA,15/03/2021
16571,15/03/2021
17646,15/03/2021
14483,15/03/2021
15087,15/03/2021
12415,15/03/2021
14573,15/03/2021
15053,15/03/2021
17416,15/03/2021
12417,15/03/2021
13476,15/03/2021
17841,15/03/2021
17757,15/03/2021
12500,15/03/2021
15005,15/03/2021
17700,15/03/2021
15393,15/03/2021
13014,15/03/2021
13931,16/03/2021
NA,16/03/2021
14796,16/03/2021
15220,16/03/2021
17581,16/03/2021
14570,16/03/2021
13557,16/03/2021
14995,16/03/2021
15311,16/03/2021
15681,16/03/2021
14670,16/03/2021
14911,16/03/2021
17191,16/03/2021
15358,16/03/2021
13491,16/03/2021
12584,16/03/2021
16923,18/03/2021
14701,18/03/2021
14499,18/03/2021
17769,18/03/2021
16033,18/03/2021
13263,18/03/2021
16422,18/03/2021
17050,18/03/2021
15572,18/03/2021
17107,18/03/2021
14247,18/03/2021
12708,19/03/2021
NA,19/03/2021
12614,19/03/2021
13344,19/03/2021
15039,19/03/2021
16225,19/03/2021
17696,19/03/2021
17634,19/03/2021
17654,19/03/2021
14606,19/03/2021
17841,19/03/2021
15752,19/03/2021
12841,19/03/2021
13798,19/03/2021
15834,19/03/2021
15234,20/03/2021
14586,20/03/2021
13340,20/03/2021
12528,20/03/2021
12758,20/03/2021
16710,20/03/2021
13975,20/03/2021
14730,20/03/2021
12662,20/03/2021
15311,20/03/2021
13777,20/03/2021
12623,20/03/2021
13373,20/03/2021
13089,20/03/2021
13854,20/03/2021
14426,20/03/2021
NA,20/03/2021
14336,20/03/2021
14507,20/03/2021
12759,21/03/2021
14112,21/03/2021
14936,21/03/2021
17138,21/03/2021
15502,21/03/2021
17238,21/03/2021
15529,21/03/2021
14165,21/03/2021
14344,21/03/2021
15379,21/03/2021
16771,21/03/2021
16945,21/03/2021
14085,21/03/2021
15581,21/03/2021
16419,21/03/2021
15057,21/03/2021
14291,21/03/2021
13493,21/03/2021
NA,21/03/2021
15632,22/03/2021
13899,22/03/2021
16471,22/03/2021
15838,22/03/2021
18183,22/03/2021
16359,22/03/2021
14156,22/03/2021
16745,22/03/2021
12370,22/03/2021
16625,22/03/2021
16743,22/03/2021
15308,22/03/2021
16477,22/03/2021
14606,22/03/2021
16553,22/03/2021
14930,22/03/2021
14727,22/03/2021
17841,22/03/2021
14056,22/03/2021
NA,22/03/2021
16808,22/03/2021
16558,23/03/2021
17076,23/03/2021
14114,23/03/2021
12520,23/03/2021
NA,23/03/2021
12583,23/03/2021
13842,23/03/2021
14329,23/03/2021
13654,23/03/2021
15311,23/03/2021
17800,23/03/2021
13226,23/03/2021
14352,23/03/2021
16768,25/03/2021
14800,25/03/2021
13956,25/03/2021
16983,25/03/2021
14606,25/03/2021
17611,25/03/2021
15918,25/03/2021
14962,26/03/2021
16807,26/03/2021
15493,26/03/2021
14911,26/03/2021
15061,26/03/2021
15311,26/03/2021
16150,26/03/2021
15005,26/03/2021
16327,26/03/2021
13263,26/03/2021
17841,26/03/2021
17799,26/03/2021
18260,27/03/2021
15047,27/03/2021
14016,27/03/2021
14911,27/03/2021
14193,27/03/2021
13854,27/03/2021
12779,27/03/2021
15932,27/03/2021
NA,27/03/2021
15150,27/03/2021
14226,27/03/2021
13451,27/03/2021
12681,27/03/2021
16297,28/03/2021
16152,28/03/2021
14636,28/03/2021
16040,28/03/2021
13089,28/03/2021
14606,28/03/2021
16029,28/03/2021
16422,28/03/2021
12849,28/03/2021
13668,28/03/2021
12502,28/03/2021
12597,28/03/2021
17858,28/03/2021
NA,28/03/2021
17504,28/03/2021
17515,28/03/2021
14505,28/03/2021
14572,28/03/2021
12435,29/03/2021
12955,29/03/2021
15291,29/03/2021
18189,29/03/2021
14035,29/03/2021
17716,29/03/2021
16839,29/03/2021
12472,29/03/2021
13533,29/03/2021
13268,29/03/2021
12480,29/03/2021
14911,29/03/2021
16216,29/03/2021
12514,29/03/2021
NA,29/03/2021
13394,29/03/2021
14298,29/03/2021
17725,29/03/2021
15861,29/03/2021
12471,30/03/2021
NA,30/03/2021
16511,30/03/2021
17673,30/03/2021
16256,30/03/2021
14066,30/03/2021
14194,30/03/2021
12748,30/03/2021
14041,30/03/2021
12878,30/03/2021
17419,30/03/2021
12474,30/03/2021
13468,30/03/2021
17043,30/03/2021
17841,30/03/2021
13593,01/04/2021
12948,01/04/2021
13911,01/04/2021
NA,01/04/2021
14071,01/04/2021
12407,01/04/2021
16728,01/04/2021
14769,01/04/2021
16115,01/04/2021
15288,01/04/2021
15452,01/04/2021
17230,01/04/2021
14762,02/04/2021
13934,02/04/2021
15615,02/04/2021
14245,02/04/2021
14659,02/04/2021
15996,02/04/2021
12637,02/04/2021
17811,02/04/2021
14606,02/04/2021
16036,02/04/2021
17841,02/04/2021
17146,02/04/2021
16558,02/04/2021
16791,02/04/2021
13081,02/04/2021
NA,02/04/2021
12867,02/04/2021
17585,02/04/2021
17231,02/04/2021
NA,03/04/2021
13869,03/04/2021
13014,03/04/2021
12681,03/04/2021
15044,03/04/2021
17272,03/04/2021
17613,03/04/2021
15998,03/04/2021
15719,03/04/2021
16135,03/04/2021
14377,03/04/2021
16110,03/04/2021
12720,03/04/2021
16809,03/04/2021
12613,03/04/2021
12539,03/04/2021
16721,03/04/2021
13475,04/04/2021
13239,04/04/2021
15061,04/04/2021
15449,04/04/2021
17019,04/04/2021
13576,04/04/2021
13821,04/04/2021
17507,04/04/2021
14461,04/04/2021
15021,04/04/2021
17519,04/04/2021
13267,04/04/2021
12395,04/04/2021
12564,04/04/2021
16250,04/04/2021
13534,04/04/2021
13249,04/04/2021
NA,04/04/2021
17858,04/04/2021
14129,05/04/2021
16525,05/04/2021
15651,05/04/2021
17512,05/04/2021
17644,05/04/2021
13512,05/04/2021
13488,05/04/2021
17698,05/04/2021
18118,05/04/2021
17059,05/04/2021
14606,05/04/2021
14527,05/04/2021
13263,05/04/2021
13736,05/04/2021
14085,05/04/2021
16022,05/04/2021
13069,05/04/2021
14235,05/04/2021
16700,05/04/2021
14071,05/04/2021
12748,05/04/2021
16769,05/04/2021
17754,05/04/2021
12408,05/04/2021
16063,05/04/2021
16767,05/04/2021
18239,05/04/2021
12540,05/04/2021
17450,05/04/2021
18109,05/04/2021
15815,06/04/2021
15529,06/04/2021
14796,06/04/2021
13695,06/04/2021
17979,06/04/2021
14587,06/04/2021
NA,06/04/2021
14911,06/04/2021
14758,06/04/2021
14085,06/04/2021
14646,06/04/2021
17139,06/04/2021
13520,06/04/2021
17946,06/04/2021
12748,06/04/2021
12668,06/04/2021
18078,06/04/2021
16081,06/04/2021
12916,08/04/2021
16923,08/04/2021
14472,08/04/2021
17625,08/04/2021
12841,08/04/2021
NA,08/04/2021
14878,08/04/2021
13357,08/04/2021
16931,08/04/2021
16777,08/04/2021
14573,08/04/2021
13110,08/04/2021
14911,09/04/2021
13481,09/04/2021
13652,09/04/2021
16245,09/04/2021
13368,09/04/2021
13266,09/04/2021
12669,09/04/2021
17841,09/04/2021
12792,09/04/2021
15039,09/04/2021
14410,09/04/2021
14159,09/04/2021
14127,09/04/2021
12594,09/04/2021
15249,09/04/2021
13760,09/04/2021
12481,09/04/2021
16814,09/04/2021
15644,09/04/2021
12957,09/04/2021
13037,09/04/2021
NA,09/04/2021
17238,09/04/2021
17917,09/04/2021
16455,10/04/2021
17428,10/04/2021
18044,10/04/2021
18226,10/04/2021
14646,10/04/2021
17719,10/04/2021
17931,10/04/2021
17675,10/04/2021
14871,10/04/2021
14298,10/04/2021
16253,10/04/2021
NA,10/04/2021
16422,10/04/2021
13439,10/04/2021
15628,10/04/2021
13777,10/04/2021
16607,10/04/2021
17364,10/04/2021
13588,10/04/2021
16712,10/04/2021
16945,10/04/2021
14606,10/04/2021
12456,11/04/2021
15521,11/04/2021
13999,11/04/2021
17594,11/04/2021
16218,11/04/2021
13802,11/04/2021
14146,11/04/2021
14099,11/04/2021
13988,11/04/2021
17220,11/04/2021
16657,11/04/2021
NA,11/04/2021
16059,11/04/2021
18179,11/04/2021
14180,11/04/2021
14272,11/04/2021
16558,11/04/2021
15980,11/04/2021
15832,11/04/2021
16092,11/04/2021
17677,11/04/2021
15528,11/04/2021
14572,11/04/2021
13268,11/04/2021
17400,11/04/2021
14479,12/04/2021
16398,12/04/2021
17088,12/04/2021
15061,12/04/2021
12731,12/04/2021
14790,12/04/2021
14890,12/04/2021
14527,12/04/2021
16386,12/04/2021
14818,12/04/2021
13571,12/04/2021
14064,12/04/2021
17841,12/04/2021
16839,12/04/2021
13089,12/04/2021
17075,12/04/2021
17071,12/04/2021
15894,12/04/2021
NA,12/04/2021
14410,12/04/2021
13126,12/04/2021
13883,12/04/2021
17212,12/04/2021
13626,13/04/2021
16609,13/04/2021
16180,13/04/2021
17288,13/04/2021
14543,13/04/2021
15860,13/04/2021
13137,13/04/2021
14419,13/04/2021
18263,13/04/2021
15197,13/04/2021
16960,13/04/2021
13636,13/04/2021
16333,13/04/2021
15601,13/04/2021
12949,13/04/2021
12569,13/04/2021
NA,13/04/2021
14854,13/04/2021
13124,13/04/2021
16162,13/04/2021
15356,13/04/2021
15482,15/04/2021
18109,15/04/2021
17085,15/04/2021
17381,15/04/2021
13269,15/04/2021
16678,15/04/2021
17050,15/04/2021
17337,15/04/2021
17758,15/04/2021
14023,15/04/2021
17648,16/04/2021
15493,16/04/2021
13319,16/04/2021
14895,16/04/2021
12471,16/04/2021
13004,16/04/2021
13294,16/04/2021
15289,16/04/2021
16422,16/04/2021
17774,16/04/2021
18185,16/04/2021
15311,16/04/2021
15756,16/04/2021
14747,16/04/2021
14719,16/04/2021
13015,16/04/2021
14410,16/04/2021
17716,16/04/2021
NA,16/04/2021
15838,16/04/2021
17848,16/04/2021
12779,17/04/2021
13013,17/04/2021
15572,17/04/2021
12348,17/04/2021
12744,17/04/2021
14646,17/04/2021
17596,17/04/2021
15727,17/04/2021
13798,17/04/2021
14535,17/04/2021
13089,17/04/2021
12753,17/04/2021
NA,17/04/2021
17470,17/04/2021
17841,17/04/2021
15244,17/04/2021
17492,17/04/2021
13468,17/04/2021
16161,18/04/2021
17783,18/04/2021
17811,18/04/2021
13863,18/04/2021
15917,18/04/2021
15529,18/04/2021
16241,18/04/2021
NA,18/04/2021
14606,18/04/2021
15311,18/04/2021
13491,18/04/2021
14911,18/04/2021
14587,18/04/2021
14534,18/04/2021
13771,18/04/2021
17690,18/04/2021
17906,18/04/2021
18272,19/04/2021
13731,19/04/2021
12580,19/04/2021
12347,19/04/2021
15530,19/04/2021
14667,19/04/2021
15910,19/04/2021
14465,19/04/2021
14903,19/04/2021
15800,19/04/2021
15916,19/04/2021
16469,19/04/2021
17735,19/04/2021
13005,19/04/2021
15694,19/04/2021
14395,19/04/2021
17869,19/04/2021
13230,19/04/2021
NA,19/04/2021
14619,20/04/2021
16643,20/04/2021
14246,20/04/2021
18040,20/04/2021
14924,20/04/2021
12705,20/04/2021
15109,20/04/2021
13911,20/04/2021
16010,20/04/2021
14243,20/04/2021
16558,20/04/2021
12999,20/04/2021
18036,20/04/2021
13178,20/04/2021
14030,20/04/2021
15874,20/04/2021
17054,20/04/2021
13078,20/04/2021
13265,20/04/2021
16873,20/04/2021
NA,20/04/2021
15311,22/04/2021
18118,22/04/2021
16889,22/04/2021
15038,22/04/2021
16931,22/04/2021
13606,22/04/2021
17372,22/04/2021
13570,22/04/2021
13632,22/04/2021
15665,22/04/2021
15547,22/04/2021
15655,22/04/2021
14504,22/04/2021
13956,22/04/2021
14286,23/04/2021
NA,23/04/2021
12428,23/04/2021
14541,23/04/2021
17841,23/04/2021
17611,23/04/2021
17799,23/04/2021
15867,23/04/2021
16409,23/04/2021
NA,24/04/2021
13655,24/04/2021
15240,24/04/2021
18109,24/04/2021
13700,24/04/2021
14669,24/04/2021
13268,24/04/2021
17160,24/04/2021
17972,24/04/2021
12463,24/04/2021
13458,24/04/2021
17511,24/04/2021
13157,24/04/2021
12854,24/04/2021
16729,24/04/2021
17180,24/04/2021
17576,24/04/2021
18231,25/04/2021
13717,25/04/2021
18236,25/04/2021
13138,25/04/2021
16333,25/04/2021
13740,25/04/2021
13534,25/04/2021
15230,25/04/2021
13544,25/04/2021
12766,25/04/2021
17589,25/04/2021
13122,25/04/2021
16175,25/04/2021
15855,25/04/2021
14834,25/04/2021
17511,25/04/2021
16348,25/04/2021
15640,25/04/2021
14367,25/04/2021
13221,25/04/2021
16131,26/04/2021
17058,26/04/2021
17704,26/04/2021
17841,26/04/2021
17865,26/04/2021
15005,26/04/2021
15039,26/04/2021
14606,26/04/2021
13772,26/04/2021
NA,26/04/2021
12853,26/04/2021
13317,26/04/2021
14390,26/04/2021
16933,26/04/2021
15769,26/04/2021
12477,26/04/2021
16520,26/04/2021
12637,26/04/2021
17362,26/04/2021
13989,26/04/2021
12569,26/04/2021
15235,26/04/2021
12662,26/04/2021
14163,26/04/2021
17142,26/04/2021
13230,26/04/2021
16806,26/04/2021
13952,27/04/2021
14796,27/04/2021
13090,27/04/2021
NA,27/04/2021
13468,27/04/2021
18079,27/04/2021
15498,27/04/2021
14700,27/04/2021
